filename,code,Quicksort,Mergesort,Selectionsort,Insertionsort,Bubblesort,Linear search,Binary Search,Linked List,Hashmap
809,"def merge_sort(LIST):
    start = []
    end = []
    while len(LIST) > 1:
        a = min(LIST)
        b = max(LIST)
        start.append(a)
        end.append(b)
        LIST.remove(a)
        LIST.remove(b)
    if LIST: start.append(LIST[0])
    end.reverse()
    return (start + end)",0,1,0,0,0,0,0,0,0
810,"from __future__ import print_function
def merge_sort(collection):
    start, end = [], []
    while len(collection) > 1:
        min_one, max_one = min(collection), max(collection)
        start.append(min_one)
        end.append(max_one)
        collection.remove(min_one)
        collection.remove(max_one)
    end.reverse()
    return start + collection + end
if __name__ == '__main__':
    try:
        raw_input          
    except NameError:
        raw_input = input  
    user_input = raw_input('Enter numbers separated by a comma:\n').strip()
    unsorted = [int(item) for item in user_input.split(',')]
    print(*merge_sort(unsorted), sep=',')",0,1,0,0,0,0,0,0,0
811,"package sort.merge;
import sort.Sort;
public class MergeBU extends Sort {
    private static Comparable[] aux;  
    public void sortMethod(Comparable[] a) {
        for (int sz = 1; sz < a.length; sz = sz + sz)  
            for (int lo = 0; lo < a.length - sz; lo += sz + sz)  
                merge(a, lo, lo + sz - 1, Math.min(lo + sz + sz - 1, a.length - 1));
    }
    public static void sort(Comparable[] a) {
        aux = new Comparable[a.length];
        new MergeBU().sortMethod(a);
    }
    private static void merge(Comparable[] a, int lo, int mid, int hi) {
        int i = lo, j = mid + 1;
        for (int k = lo; k <= hi; k++)
            aux[k] = a[k];
        for (int k = lo; k <= hi; k++) {
            if (i > mid) a[k] = aux[j++];  
            else if (j > hi) a[k] = aux[i++];  
            else if (less(aux[j], aux[i])) a[k] = aux[j++];  
            else a[k] = aux[i++];  
        }
    }
}",0,1,0,0,0,0,0,0,0
812,"class MergeSort {
    void merge(int arr[], int left, int mid, int right) {
        int n1 = mid - left + 1;
        int n2 = right - mid;
        int Left[] = new int[n1];
        int Right[] = new int[n2];
        for (int i = 0; i < n1; ++i)
            Left[i] = arr[left + i];
        for (int j = 0; j < n2; ++j)
            Right[j] = arr[mid + 1 + j];
        int i = 0, j = 0;
        int k = left;
        while (i < n1 && j < n2) {
            if (Left[i] <= Right[j]) {
                arr[k] = Left[i];
                i++;
            } else {
                arr[k] = Right[j];
                j++;
            }
            k++;
        }
        while (i < n1) {
            arr[k] = Left[i];
            i++;
            k++;
        }
        while (j < n2) {
            arr[k] = Right[j];
            j++;
            k++;
        }
    }
    void sort(int arr[], int left, int right) {
        if (left < right) {
            int mid = (left + right) / 2;
            sort(arr, left, mid);
            sort(arr, mid + 1, right);
            merge(arr, left, mid, right);
        }
    }
    static void printArray(int arr[]) {
        int n = arr.length;
        for (int i = 0; i < n; ++i)
            System.out.print(arr[i] + "" "");
        System.out.println();
    }
    public static void main(String args[]) {
        int arr[] = { 90, 30, 5, 3, 15, 1, 2 };
        MergeSort mergedArr = new MergeSort();
        mergedArr.sort(arr, 0, arr.length - 1);
        System.out.println(""Sorted:"");
        printArray(arr);
    }
}",0,1,0,0,0,0,0,0,0
813,"'use strict';
const merge = (arr = [], start, middle, end) => {
  let n1 = middle - start + 1;
  let n2 = end - middle;
  let Left  = [];
  let Right = [];
  for (let i = 0; i < n1; i++) {
    Left[i] = arr[start + i];
  }
  for (let j = 0; j < n2; j++) {
    Right[j] = arr[middle + 1 + j];
  }
  let i = 0;      
  let j = 0;      
  let k = start;  
  while (i < n1 && j < n2) {
    if (Left[i] <= Right[j]) {
      arr[k] = Left[i];
      i++;
    } else {
      arr[k] = Right[j];
      j++;
    }
    k++;
  }
  while (i < n1) {
    arr[k] = Left[i];
    i++;
    k++;
  }
  while (j < n2) {
    arr[k] = Right[j];
    j++;
    k++;
  }
};
const mergeSort = (arr = [], start, end) => {
  if (start < end) {
    let middle = Math.floor((start + end) / 2);
    mergeSort(arr, start, middle);
    mergeSort(arr, middle + 1, end);
    merge(arr, start, middle, end);
  }
};
module.exports = mergeSort;",0,1,0,0,0,0,0,0,0
814,"from time import sleep
from typing import List
from tkinter import Tk
from animated import Animator
class MergeSort(Animator):
    def merge(self, array: List[int], start: int, mid: int, end: int) -> None:
        start2 = mid + 1
        if array[mid] <= array[start2]:
            return
        while start <= mid and start2 <= end:
            self.render(array, cur=(start, start2))
            sleep(0.01)
            if array[start] <= array[start2]:
                start += 1
            else:
                value = array[start2]
                index = start2
                while index != start:
                    array[index] = array[index - 1]
                    index -= 1
                array[start] = value
                start += 1
                mid += 1
                start2 += 1
    def sort(self, array: List[int], *args: List[int]) -> None:
        if len(args) == 2:
            left, right = args
        else:
            left, right = 0, len(array) - 1
        if right > left:
            half = left + (right - left) // 2  
            self.sort(array, left, half)
            self.render(array, cur=(left, half))
            sleep(0.01)
            self.sort(array, half + 1, right)
            self.render(array, cur=(half + 1, right))
            sleep(0.01)
            self.merge(array, left, half, right)
            self.render(array, cur=(left, half + 1, right))
            sleep(0.01)
def main() -> int:
    try:
        from utils import randomSequence
    except ModuleNotFoundError:
        import os, sys  
        dir_path = os.path.dirname(os.path.realpath(__file__))
        parent_dir_path = os.path.abspath(os.path.join(dir_path, os.pardir))
        sys.path.insert(0, parent_dir_path)
        from utils import randomSequence
    shuffledArray = randomSequence(0, 225)
    root = Tk()
    sorter = MergeSort(
        root,
        background=""black"",
        width=root.winfo_screenwidth(),
        height=root.winfo_screenheight(),
    )
    sorter.pack()
    sorter.sort(shuffledArray)
    sorter.finished()
    return 0",0,1,0,0,0,0,0,0,0
815,"package src.algorithms;
import java.util.Arrays;
import src.strategy.Order;
public class MergeSort<T extends Comparable<T>> extends SortingAlgorithm<T> {
	@Override
	@SuppressWarnings(""hiding"")
	public <T extends Comparable<T>> T[] sort(T[] elements, Order order) {
		return this.mergesort(elements, order);
	}
	@SuppressWarnings(""hiding"")
	private <T extends Comparable<T>> T[] mergesort(T[] elements, Order order) {
		if (elements.length <= 1) {
			return elements;
		}
		int middlePos = elements.length / 2;
		T[] left  = Arrays.copyOfRange(elements, 0,         middlePos);
		T[] right = Arrays.copyOfRange(elements, middlePos, elements.length);
		left  = this.mergesort(left,  order);
		right = this.mergesort(right, order);
		return this.merge(elements, left, right, order);
	}
	@SuppressWarnings(""hiding"")
	private <T extends Comparable<T>> T[] merge(T[] elements, T[] arr1, T[] arr2, Order order) {
		int i = 0;
		int j = 0;
		int k = 0;
		int n = arr1.length + arr2.length;
		T[] sortedArray = Arrays.copyOf(elements, n);
		while (i < arr1.length && j < arr2.length) {
			if        (order == Order.ASC) {   
				if (arr1[i].compareTo(arr2[j]) <= 0) {
					sortedArray[k] = arr1[i];
					i++;
				} else {
					sortedArray[k] = arr2[j];
					j++;
				}
			} else if (order == Order.DESC) {  
				if (arr1[i].compareTo(arr2[j]) >= 0) {
					sortedArray[k] = arr1[i];
					i++;
				} else {
					sortedArray[k] = arr2[j];
					j++;
				}
			}
			k++;
		}
		while (i < arr1.length) {
			sortedArray[k] = arr1[i];
			i++;
			k++;
		}
		while (j < arr2.length) {
			sortedArray[k] = arr2[j];
			j++;
			k++;
		}
		return sortedArray;
	}
}",0,1,0,0,0,0,0,0,0
816,"function mergeSort (arrData) {
  'use strict'
  const dataMax = arrData.length
  function merge (arrA, arrB) {
    let arrC = []
    while (arrA.length && arrB.length) {
      if (arrA[0] > arrB[0]) {
        arrC.push(arrB.shift())
      } else {
        arrC.push(arrA.shift())
      }
    }
    return arrC.concat(arrA).concat(arrB)
  }
  console.log('Initial:', arrData.join(), `[Count:${dataMax}]`)
  if (dataMax > 1) {
    let indexA = Math.floor(dataMax / 2)
    let indexB = arrData.slice(0, indexA)
    let indexC = arrData.slice(indexA)
    console.log('Final:', arrData.join())
    return merge(mergeSort(indexB), mergeSort(indexC))
  } else {
    console.log('Cycle:', arrData.join())
    return arrData
  }
}",0,1,0,0,0,0,0,0,0
817,"def _mergesort(array, start, end):
    mid = (start + end)/2
    if start < end:
        _mergesort(array, start, mid)
        _mergesort(array, mid+1, end)
    elif start == end: return
    L = start; R = mid+1
    tmp_array = []
    while ( L <= mid and R <= end):
        if (array[L] < array[R]):
            tmp_array.append(array[L])
            L += 1
        else:
            tmp_array.append(array[R])
            R += 1
    if L <= mid:
        tmp_array += array[L:]
    else:
        tmp_array += array[R:]
    i = 0;
    while (start <= end):
        array[start] = tmp_array[i]
        start += 1; i += 1;
def mergesort(array):
    _mergesort(array, 0, len(array)-1)
if __name__ == ""__main__"":
    array = [17, 9, 13, 8, 7, 7, -5, 6, 11, 3, 4, 1, 2]
    mergesort(array);
    print array",0,1,0,0,0,0,0,0,0
818,"package javaSorting;
public class MergeSort {
	private static void merge(int data[], int left_a, int middle, int right_b) {
		int lsize = (middle - left_a) + 1;
		int rsize = right_b - middle;
		int left[] = new int[lsize];
		int right[] = new int[rsize];
		for (int i = 0; i < lsize; i++) {
			left[i] = data[left_a + i];
		}
		for (int i = 0; i < rsize; i++) {
			right[i] = data[middle + 1 + i];
		}
		int i = 0, j = 0, br = left_a;
		while (i < lsize && j < rsize) {
			if (left[i] < right[j]) {
				data[br] = left[i];
				i++;
			} else {
				data[br] = right[j];
				j++;
			}
			br++;
		}
		if (i < lsize) {
			for (int k = i; k < lsize; k++) {
				data[br] = left[k];
				br++;
			}
		} else {
			for (int k = j; k < rsize; k++) {
				data[br] = right[k];
				br++;
			}
		}
		left = null;
		right = null;
	}
	public static void sort(int data[], int left, int right) {
		if (left < right) {
			int middle = left + (right - left) / 2;
			sort(data, left, middle);
			sort(data, middle + 1, right);
			merge(data, left, middle, right);
		}
		return;
	}
	private static void printSortedArray(int data[]) {
		for (int i = 0; i < data.length; i++) {
			System.out.println(data[i]);
		}
	}
	public static void main(String[] args) {
		int SIZE = 1000;
		int[] data = new int[SIZE];
		for (int i = 0; i < SIZE; i++) {
			data[i] = i;
		}
		Shuffle.shuffleData(data);
		long start = System.currentTimeMillis();
		sort(data, 0, SIZE - 1);
		float elapsed = (System.currentTimeMillis() - start) / 1000;
		printSortedArray(data);
		System.out.println(elapsed);
	}
}",0,1,0,0,0,0,0,0,0
819,"const mergeSort = (arr) => {
    if (arr.length <= 1) {
        return arr;
    }
    let midIdx = Math.floor(arr.length / 2);
    let left = arr.slice(0, midIdx);
    let right = arr.slice(midIdx);
    let leftSorted = mergeSort(left);
    let rightSorted = mergeSort(right);
    return merge(leftSorted, rightSorted);
};
const merge = (arr1, arr2) => {
    let merged = [];
    while (arr1.length && arr2.length) {
        if (arr1[0] < arr2[0]) {
            merged.push(arr1.shift());
        } else {
            merged.push(arr2.shift());
        }
    }
    return [...merged, ...arr1, ...arr2];
};",0,1,0,0,0,0,0,0,0
820,"def mergeSort(arr,low,high) :
	if low < high :
		mid = (low+high)//2
  mergeSort(arr,low,mid)
  mergeSort(arr,mid+1,high)
  _merge(arr,low,mid,high)
 return arr
def _merge(arr,low,mid,high):
	len1 = mid-low + 1
 len2 = high-mid
 list1 = [0] * (len1) 
 list2 = [0] * (len2) 
 for i in range(0 ,len1): 
		list1[i] = arr[low + i] 
 for j in range(0 ,len2): 
		list2[j] = arr[mid + 1 + j] 
 index = low
 i,j=0,0
 while (i<len1 and j<len2):
		if (list1[i] <= list2[j]):
			arr[index]=list1[i]
   i=i+1
  else :
			arr[index]=list2[j]
   j=j+1
  index=index+1
 while i<len1 :
		arr[index] = list1[i]
  index=index+1
  i=i+1
 while j<len2 :
		arr[index] = list2[j]
  index=index+1
  j=j+1
 return arr
def _mergeInPlace(arr,low,mid,high):
	start1,start2=low,mid+1
 while (start1<=mid and start2<=high):
		if (arr[start1]<=arr[start2] ):
			start1=start1+1
  else :
			val = arr[start2]
   arr[start1+1:start2+1]=arr[start1:start2]
   arr[start1] = val
   start1= start1+1
   start2 = start2+1
   mid = mid+1
 return arr",0,1,0,0,0,0,0,0,0
821,"import java.util.Scanner;
public class MergeSort {
    public static void main(String args[]) {
        Scanner sc = new Scanner(System.in);
        System.out.print(""Enter the number of elements : "");
        int n = sc.nextInt();
        int arr[] = new int[n];
        System.out.println(""Enter "" + n + "" elements :"");
        for (int i = 0; i < n; i++)
            arr[i] = sc.nextInt();
        mergeSort(arr, 0, n - 1);
        System.out.println(""\nThe sorted array : ;"");
        for (int i = 0; i < n; i++)
            System.out.print(arr[i] + "" "");
        System.out.println();
    }
    static void mergeSort(int arr[], int lower, int upper) {
        if (lower >= upper)
            return;
        int m = (lower + upper) / 2;
        mergeSort(arr, lower, m);
        mergeSort(arr, m + 1, upper);
        merge(arr, lower, upper);
    }
    private static void merge(int arr[], int lower, int upper) {
        int m = (lower + upper) / 2;
        int a[] = new int[m - lower + 1];
        int b[] = new int[upper - m];
        int i, k = 0, k1 = 0, k2 = 0;
        for (i = lower; i <= m; i++, k++)
            a[k] = arr[i];
        k = 0;
        for (; i <= upper; i++, k++)
            b[k] = arr[i];
        for (i = lower; i <= upper && k1 < m - lower + 1 && k2 < upper - m; i++) {
            if (a[k1] < b[k2]) {
                arr[i] = a[k1];
                k1++;
            } else {
                arr[i] = b[k2];
                k2++;
            }
        }
        for (; k1 < m - lower + 1; k1++)
            arr[i++] = a[k1];
        for (; k2 < upper - m; k2++)
            arr[i++] = b[k2];
    }
}",0,1,0,0,0,0,0,0,0
822,"function mergeSort (arr) {
    if (arr.length < 2) {
      return arr;
    }
    var mid = Math.floor(arr.length / 2);
    var subLeft = mergeSort(arr.slice(0, mid));
    var subRight = mergeSort(arr.slice(mid));
    return merge(subLeft, subRight);
}
function merge (node1, node2) {
    var result = [];
    while (node1.length > 0 && node2.length > 0)
        result.push(node1[0] < node2[0] ? node1.shift() : node2.shift());
    return result.concat(node1.length ? node1 : node2);
}",0,1,0,0,0,0,0,0,0
823,,0,1,0,0,0,0,0,0,0
824,"public class MergeSort
{
    public MergeSort(int[] data)
    {
        sort(data, 0, data.length);
    }
    public int[] sort(int[] A, int i, int j)
    {
        if ((j-i) > 1)
        {
            int mid = (int) Math.floor((j-i)/2.0);
            int[] B = sort(A, 0, mid-1);
            int[] C = sort(B, mid, j);
            merge(B, C, A);
        }
        return A;
    }
    public void merge(int[] B, int[] C, int[] A)
    {
        int i = 0;
        int j = 0;
        int k = 0;
        while(i < B.length && j < C.length)
        {
            if(B[i] < C[j])
            {
                A[k] = B[i];
                i++;
            }
            else 
            {
                A[k] = C[j];
                j++;
            }
            k++;
        }
        if(i < B.length)
        {
            for(int p=i; p<B.length; p++)
            {
                A[k] = B[p];
                k++;
                p++;
            }
        }
        else
        {
            for(int q=j; q<C.length; q++)
            {
                A[k] = C[q];
                k++;
                q++;
            }
        }
    }
}",0,1,0,0,0,0,0,0,0
825,"function merge(list1, list2) {
  var results = [];
  while(list1.length && list2.length) {
    if (list1[0] <= list2[0]) {
      results.push(list1.shift());
    } else {
      results.push(list2.shift());
    }
  }
  return results.concat(list1, list2);
}
function mergeSort(list) {
  if (list.length < 2) return list;
  var listHalf = Math.floor(list.length/2);
  var subList1 = list.slice(0, listHalf);
  var subList2 = list.slice(listHalf, list.length);
  return merge(mergeSort(subList1), mergeSort(subList2));
}
var unsortedArray = [10, 5, 3, 8, 2, 6, 4, 7, 9, 1];
var sortedArray = mergeSort(unsortedArray);
console.log('Before:', unsortedArray, 'After:', sortedArray);",0,1,0,0,0,0,0,0,0
826,"import random
from time import time
def createList(n):
    alist = []
    for i in range(n, 0, -1):
        alist.append(random.randint(0, n))
    return alist
def mergeSort(alist):
    if len(alist)>1:
        mid = len(alist)//2
        lefthalf = alist[:mid]
        righthalf = alist[mid:]
        mergeSort(lefthalf)
        mergeSort(righthalf)
        i=0
        j=0
        k=0
        while i < len(lefthalf) and j < len(righthalf):
            if lefthalf[i] < righthalf[j]:
                alist[k]=lefthalf[i]
                i=i+1
            else:
                alist[k]=righthalf[j]
                j=j+1
            k=k+1
        while i < len(lefthalf):
            alist[k]=lefthalf[i]
            i=i+1
            k=k+1
        while j < len(righthalf):
            alist[k]=righthalf[j]
            j=j+1
            k=k+1
def merge_2(seq):
    listOfLists = []
    for i in range(len(seq)):
        temp = [seq[i]]
        listOfLists.append(temp)
    while (len(listOfLists) != 1):
        j = 0
        while (j < len(listOfLists) - 1):
            tempList = merge(listOfLists[j], listOfLists[j + 1])
            listOfLists[j] = tempList
            del listOfLists[j + 1]
            j = j + 1
def merge(a, b):
    newList = []
    a1, a2 = 0, 0
    while ((a1 < len(a)) and (a2 < len(b))):
        if (a[a1] > b[a2]):
            newList.append(b[a2])
            a2 = a2 + 1
        elif (a[a1] < b[a2]):
            newList.append(a[a1])
            a1 = a1 + 1
        elif (a[a1] == b[a2]):
            newList.append(a[a1])
            newList.append(b[a2])
            a1, a2 = a1 + 1, a2 + 1
    if (a1 < len(a)):
        for f in range(a1, len(a)):
            newList.append(a[f])
    elif (a2 < len(b)):
        for k in range(a2, len(b)):
            newList.append(b[k])
    return newList
def performace(lenList):
    seqOri = createList(lenList)
    seq1 = list(seqOri)
    seq2 = list(seqOri)
    begin = time()
    mergeSort(seq1)
    end = time()
    diff = (end - begin) * 1000
    print(""Recursive: "" + str(diff))
    print(""seq1: "" + str(seq1))
    print("""")
    begin = time()
    merge_2(seq2)
    end = time()
    diff = (end - begin) * 1000
    print(""interative: "" + str(diff))
    print(""seq2: "" + str(seq2))
    print(""---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"")
if __name__ == '__main__':
    performace(10)",0,1,0,0,0,0,0,0,0
827,"import java.util.Arrays;
public class MergeSort {
	private int [] input;
	public MergeSort(int [] input) {
		this.input = input;
	}
	private int [] merge(int left [], int right[]){  
		int [] ret = new int [right.length + left.length];
		int j = 0;
		int right_index = 0;
		int left_index = 0;
		while (j < ret.length){
			if (right_index < right.length && left_index < left.length){
				if (right[right_index] < left[left_index]){
					ret[j] = right[right_index];
					right_index++;
				}else {
					ret[j] = left[left_index];
					left_index++;
				}
			}else if (right_index < right.length){
				ret[j] = right[right_index];
				right_index++;
			}else {
				ret[j] = left[left_index];
				left_index++;
			}
			j++;
		}
		return ret;
	}
	public  int [] sort(){
		if (this.input == null)
			return null;
		return merge_sort(this.input, this.input.length);
	}
	private int [] merge_sort(int [] input, int p){
		if (input.length == 1){  
			return input;
		}
		return merge(  
			merge_sort(copyofrange(input, 0, p/2), p/2),
			merge_sort(copyofrange(input, p/2, input.length), input.length - p/2)
		);
	}
	private int [] copyofrange(int [] input, int i, int j){  
		int range [] = new int [j-i]; 
		for (int k = i; k < j; k++) {
			range [k-i] = input[k];
		}
		return range;
	}
	public static void main(String[] args) {
		int array[] = {9,1,0,4,2,-1,5,2, 200, 99, 45, -100};
		MergeSort mergesort = new MergeSort(array);
		System.out.println(""Unsorted Array -> ""+ Arrays.toString(array));;
		System.out.println(""MergeSort -> ""+ Arrays.toString(mergesort.sort()));  
	}
}",0,1,0,0,0,0,0,0,0
828,"function mergeSort (items) {
  if (items.length < 2) {
    return items
  }
  let middle = Math.floor(items.length / 2)
  let left = items.slice(0, middle)
  let right = items.slice(middle)
  let params = _merge(mergeSort(left), mergeSort(right))
  params.unshift(0, items.length)
  items.splice(...params)
  return items
  function _merge (left, right) {
    const result = []
    let il = 0
    let ir = 0
    while (il < left.length && ir < right.length) {
      result.push(left[il] < right[ir] ? left[il++] : right[ir++])
    }
    return result.concat(left.slice(il)).concat(right.slice(ir))
  }
}",0,1,0,0,0,0,0,0,0
829,"class MergeSort:
    def sort(A):
        def merge(B, C, A):
            p = len(B)
            q = len(C)
            i = j = k = 0
            while ((i < p) and (j < q)):
                if(B[i] <= C[j]):
                    A[k] = B[i]
                    i = i + 1
                else:
                    A[k] = C[j]
                    j = j + 1
                k = k + 1
            if(i == p):
                A[k:(p+q)] = C[j:q]
            else:
                A[k:(p+q)] = B[i:p]
        a_len = len(A)
        if (a_len) > 1:
            B = A[0:int(len(A)/2)]
            C = A[int(len(A)/2):a_len]
            MergeSort.sort(B)
            MergeSort.sort(C)
            merge(B,C,A)
        return A",0,1,0,0,0,0,0,0,0
830,"package org.neeraj.algorithms.sorting;
public class MergeSort implements Sorter
{
	static Comparable [] arr;
    public void sort(Comparable[] array)
    {
    	this.arr=array;
    	mergeSort(0, arr.length-1);
    	array=this.arr;
    }
    private void mergeSort( int p, int r)
    {
		if (p < r) {
		    int q = (p + r) / 2;
		    mergeSort( p, q);
		    mergeSort( q+1, r);
		    merge(p, q, r);
		}
    }
    private void merge( int p, int q, int r)
    {
	int n1 = q - p + 1;
	int n2 = r - q;
	Comparable[] left = new Comparable[n1 + 1];
	Comparable[] right = new Comparable[n2 + 1];
	for (int i = 0; i < n1; i++)
	    left[i] = arr[p + i];
	for (int j = 0; j < n2; j++)
	    right[j] = arr[q + j + 1];
	left[n1] = null;	 
	right[n2] = null;
	for (int i = 0, j = 0, k = p; k <= r; k++) {
	    if (compare(left[i], right[j]) <= 0)
		arr[k] = left[i++];
	    else
		arr[k] = right[j++];
	}
    }
    private int compare(Comparable x, Comparable y)
    {
	if (x == null) {
	    if (y == null)
		return 0;	    
	    else
		return 1;	    
	}
	else if (y == null)
	    return -1;		    
	else
	    return x.compareTo(y);  
    }
}",0,1,0,0,0,0,0,0,0
831,"def mergeSort(list):
    length = len(list)
    if length <= 1:
        return list
    else:
        middleIndex = int(length / 2)
        leftList = list[0:middleIndex]
        rightList = list[middleIndex:]
        mergeSort(leftList)
        mergeSort(rightList)
        i = j = k = 0
        while len(leftList) > i and len(rightList) > j:
            if leftList[i] < rightList[j]:
                list[k] = leftList[i]
                i += 1
            else:
                list[k] = rightList[j]
                j += 1
            k += 1
        while i < len(leftList):
            list[k] = leftList[i]
            i += 1
            k += 1
        while j < len(rightList):
            list[k] = rightList[j]
            j += 1
            k += 1
        return list
myList = [67,34,3,56,24,77,23,89,56,35,65,764]
print(""List\n"", myList)
print(""Sorted List\n"", mergeSort(myList))",0,1,0,0,0,0,0,0,0
832,"public class MergeSort {
	public static void merge(int arr[], int l, int m, int r) {
		int leftSize = m - l + 1;
		int rightSize = r - m;
		int leftArray[] = new int[leftSize];
		int rightArray[] = new int[rightSize];
		for (int i = 0; i < leftSize; ++i) {
			leftArray[i] = arr[l + i];
		}
		for (int j = 0; j < rightSize; ++j) {
			rightArray[j] = arr[m + 1 + j];
		}
		int firstIndex = 0, secondIndex = 0;
		int k = l;
		while (firstIndex < leftSize && secondIndex < rightSize) {
			if (leftArray[firstIndex] <= rightArray[secondIndex]) {
				arr[k] = leftArray[firstIndex];
				firstIndex++;
			} else {
				arr[k] = rightArray[secondIndex];
				secondIndex++;
			}
			k++;
		}
		while (firstIndex < leftSize) {
			arr[k] = leftArray[firstIndex];
			firstIndex++;
			k++;
		}
		while (secondIndex < rightSize) {
			arr[k] = rightArray[secondIndex];
			secondIndex++;
			k++;
		}
	}
	public static void sort(int arr[], int l, int r) {
		if (l < r) {
			int m = (l + r) / 2;
			sort(arr, l, m);
			sort(arr, m + 1, r);
			merge(arr, l, m, r);
		}
	}
}",0,1,0,0,0,0,0,0,0
833,"import datetime
import json
import os
import time
from tempfile import mkstemp
from typing import List
import progressbar
def main(numbers_filepath):
    splitting_success_marker = os.path.abspath(""mergesort_temp/.splitting_done"")
    if not os.path.isfile(splitting_success_marker):
        filepaths = split(numbers_filepath)
        with open(splitting_success_marker, ""w"") as f:
            f.write(json.dumps(filepaths))
    else:
        with open(splitting_success_marker) as f:
            filepaths = json.loads(f.read())
        print(f""Restored filepaths: {filepaths}"")
    cleanup(os.path.abspath(""mergesort_temp/""), filepaths)
    result_path = merge_all(filepaths, splitting_success_marker)
    print(f""Sorted result is in {result_path}"")
def get_bool(text: str) -> bool:
    data = ""placeholder""
    yes = [""y"", ""yes"", ""true"", ""1""]
    no = [""n"", ""no"", ""false"", ""0""]
    while data.lower() not in yes + no:
        data = input(text)
    return data in yes
def cleanup(directory: str, filepaths: List[str]) -> List[str]:
    potential = [
        os.path.join(directory, f)
        for f in os.listdir(directory)
        if os.path.isfile(os.path.join(directory, f))
    ]
    no_delete = set(filepaths)
    no_delete.add(os.path.join(directory, "".splitting_done""))
    for filepath in potential:
        if filepath not in no_delete:
            delete = get_bool(f""Do you want to remove {filepath}? [y/n] "")
            if delete:
                os.remove(filepath)
                print(f""Removed {filepath}"")
def split(numbers_filepath: str) -> List[str]:
    tmp_dir_path = os.path.abspath(""mergesort_temp"")
    if not os.path.isdir(tmp_dir_path):
        os.mkdir(tmp_dir_path)
    breaker = 10 ** 6
    filepaths: List[str] = []
    with open(numbers_filepath) as f:
        filepath = os.path.join(tmp_dir_path, f""{breaker}-{len(filepaths)}.txt"")
        next_break = breaker
        to_sort: List[str] = []
        breaks = 0
        for index, line in progressbar.progressbar(enumerate(f)):
            if os.path.isfile(filepath):
                if index % breaker == 1:
                    print(f""Found {filepath}. Skipping..."")
                if index == next_break:
                    filepaths.append(filepath)
                    filepath = os.path.join(
                        tmp_dir_path, f""{breaker}-{len(filepaths)}.txt""
                    )
                    print(f""Next filepath: {filepath}"")
                    next_break += breaker
                continue
            if index == next_break:
                to_sort = sorted(to_sort)
                filepaths.append(filepath)
                write_data(filepath, to_sort)
                next_break += breaker
                filepath = os.path.join(tmp_dir_path, f""{breaker}-{len(filepaths)}.txt"")
                print(f""Next filepath: {filepath}"")
                to_sort = []
            to_sort.append(line)
    return filepaths
def merge_all(filepaths: List[str], filepaths_filename: str) -> str:
    while len(filepaths) >= 2:
        t0 = time.time()
        filepath1 = filepaths.pop()
        filepath2 = filepaths.pop()
        _, target_path = mkstemp(
            prefix=""mergesort-"", suffix="".txt"", dir=os.path.dirname(filepaths_filename)
        )
        os.close(_)
        written_lines = merge_files(filepath1, filepath2, target_path)
        filepaths.append(target_path)
        with open(filepaths_filename, ""w"") as f:
            f.write(json.dumps(filepaths))
        os.remove(filepath1)
        os.remove(filepath2)
        t1 = time.time()
        print(
            f""Merged {written_lines:,} lines in {t1 - t0:0.2f}s. Remaining: {len(filepaths)}""
        )
    return filepaths[0]
def write_data(filepath, data):
    with open(filepath, ""w"") as f:
        for line in data:
            f.write(line)
def read_data(filepath):
    last_line = None
    t0 = time.time()
    with open(filepath) as f:
        for line in f:
            last_line = line
    t1 = time.time()
    print(f""Read file in {t1 - t0:.1f}s"")
    return last_line
def merge_files(filepath1: str, filepath2: str, outpath: str) -> int:
    written_lines = 0
    with open(outpath, ""w"") as fout, open(filepath1) as f1, open(filepath2) as f2:
        l1 = f1.readline()
        l2 = f2.readline()
        while len(l1) > 0 and len(l2) > 0:
            written_lines += 1
            if l1 < l2:
                fout.write(l1)
                l1 = f1.readline()
            else:
                fout.write(l2)
                l2 = f2.readline()
        while len(l1) > 0:
            fout.write(l1)
            l1 = f1.readline()
            written_lines += 1
        while len(l2) > 0:
            fout.write(l2)
            l2 = f2.readline()
            written_lines += 1
    return written_lines
if __name__ == ""__main__"":
    filepath = os.path.abspath(""numbers-large.txt"")
    main(filepath)",0,1,0,0,0,0,0,0,0
